ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Russian Federation,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2013,38.4,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,38.1,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2015,38.7,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2016,40.4,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,39.3,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2018,39.8,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,42,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2020,43.2,,,Repository: ILO-STATISTICS - Micro data processing
Rwanda,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Enquête sur la Population Active,2017,36.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Rwanda,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Enquête sur la Population Active,2018,35.7,,,Repository: ILO-STATISTICS - Micro data processing
Rwanda,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Enquête sur la Population Active,2020,34.4,,,Repository: ILO-STATISTICS - Micro data processing
Senegal,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Enquête Nationale sur l'Emploi,2015,26.2,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Senegal,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Enquête Nationale sur l'Emploi,2016,26.2,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Senegal,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Enquête Nationale sur l'Emploi,2019,21,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Singapore,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2021,38.5,,,Repository: ILO-STATISTICS - Micro data processing
Solomon Islands,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Income and Expenditure Survey,2013,25.1,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Sierra Leone,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,38.5,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Sierra Leone,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Integrated Household Survey,2018,21.5,,,Repository: ILO-STATISTICS - Micro data processing
El Salvador,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2010,37.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2011,42.9,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2012,55.8,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2013,42.7,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2014,35.6,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2015,40.7,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2016,34.1,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2017,32.6,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2018,35.7,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2019,43.1,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2020,48.8,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Somalia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,27.7,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2008,36.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2009,39.4,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2010,34.6,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2011,32.8,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2012,29.1,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2013,32.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,31.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2015,30.9,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2016,30.9,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,30.3,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2018,29.8,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,33.6,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2020,32.6,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2021,34.2,,,Repository: ILO-STATISTICS - Micro data processing
Suriname,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Survey on Living Conditions,2016,42.2,,,Repository: ILO-STATISTICS - Micro data processing
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2000,32.6,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2001,34.4,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2002,33.1,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2003,34.1,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2004,30.6,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2005,30.1,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,27.4,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,31.9,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,29.2,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,31.7,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,35.6,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2011,27.7,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,30.4,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,30.3,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,28.2,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,27.8,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,34.3,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,30.3,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2018,30.4,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2019,33.3,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2020,34.5,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2000,36,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2001,36.7,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2002,35.8,Unreliable,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2003,41.9,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2004,40.2,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2005,42,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,42,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,37.5,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,43.3,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,44.7,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,43.3,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2011,38.9,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,40.3,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,38.5,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,36.5,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,37,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,41.8,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,41.9,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2018,38.2,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2019,40.5,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2020,40.6,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2000,27.1,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2001,31.3,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2002,32.1,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2003,30.5,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2004,31.6,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2005,31.9,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,31.8,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,31,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,30.8,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,31.1,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,31.3,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2011,33.5,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,34.5,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,35.5,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,37.4,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,39.8,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,39.5,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,39.4,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2018,39,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2019,41.9,,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2020,43.1,,,Repository: Eurostat special tabulation
Eswatini,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2016,54.6,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,44.9,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2015,49,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2016,43.8,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,47.3,,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2020,40,,,Repository: ILO-STATISTICS - Micro data processing
Togo,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,2017,29.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Thailand,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2010,24.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2013,27.1,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,29.4,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2015,29.8,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2016,29.5,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,30.8,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2018,30.9,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,31,,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2020,33.2,,,Repository: ILO-STATISTICS - Micro data processing
Tajikistan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Living Standard Survey,2007,13.8,,,Repository: ILO-STATISTICS - Micro data processing
Tajikistan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Living Standard Survey,2009,16.1,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Timor-Leste,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2010,8.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Timor-Leste,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2013,33,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Timor-Leste,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2016,24.5,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Tonga,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2018,40.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Tunisia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Enquête Nationale sur la Population et l'Emploi,2009,18.2,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Enquête Nationale sur la Population et l'Emploi,2010,19.3,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labor Market Panel Survey,2014,16.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,17.3,,,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,18,,,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,19.4,,,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,20.1,,,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,18.8,,,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2011,13,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,14.3,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,16.6,,,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,15.6,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,14.4,,,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,16.7,,,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,17.3,,,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2018,16.3,,,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2019,17.5,,,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2020,19.3,,,Repository: Eurostat special tabulation
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Household Labour Force Survey,2004,16.5,,,Repository: ILO-STATISTICS - Micro data processing
Türkiye,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Household Labour Force Survey,2005,15.7,,,Repository: ILO-STATISTICS - Micro data processing
Tuvalu,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Income and Expenditure Survey,2016,36.7,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
"Tanzania, United Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2001,11.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Tanzania, United Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2006,17.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Tanzania, United Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,17.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Tanzania, United Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2020,27.9,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uganda,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - National Labour Force Survey,2012,31.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uganda,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - National Labour Force Survey,2017,25.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2001,15.1,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2002,13.7,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2003,13.3,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2004,11.4,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2005,17.3,,,Repository: ILO-STATISTICS - Micro data processing
