ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,29.5,,,,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,31.3,,,,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,31.1,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,30.8,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,31.1,,,,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,31.2,,,,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,31.7,,,,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,31.5,,,,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,33.6,,,,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,30.4,,,,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,31.6,,,,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,33.6,,,,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,35,,,,Repository: Eurostat special tabulation
Romania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,35.8,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2000,35.6,,,,Age coverage - maximum age: 72 years old
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2001,36.6,,,,Age coverage - maximum age: 72 years old
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2002,37.5,,,,Age coverage - maximum age: 72 years old
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2003,38.7,,,,Age coverage - maximum age: 72 years old
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2004,38.1,,,,Age coverage - maximum age: 72 years old
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2005,39,,,,Age coverage - maximum age: 72 years old
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2006,38.9,,,,Age coverage - maximum age: 72 years old
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2007,38.7,,,,Age coverage - maximum age: 72 years old
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2008,37.1,,,,Age coverage - maximum age: 72 years old
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2009,37.4,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - maximum age: 72 years old"
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2010,38.6,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2011,39.5,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2012,39.1,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013,38.4,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014,38.1,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015,38.7,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016,42,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,41.3,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018,41.8,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019,44.7,,,,Repository: ILO-STATISTICS - Micro data processing
Russian Federation,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020,45.7,,,,Repository: ILO-STATISTICS - Micro data processing
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête sur la Population Active,2017,36.3,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête sur la Population Active,2018,35.3,,,,Repository: ILO-STATISTICS - Micro data processing
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête sur la Population Active,2019,29.2,,,,Repository: ILO-STATISTICS - Micro data processing
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête sur la Population Active,2020,33.3,,,,Repository: ILO-STATISTICS - Micro data processing
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Enquête Intégrale sur les Conditions de Vie de Ménages,2014,14.1,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Rwanda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Recensements de Population,2012,33.9,,,,Data reference period: August | Population coverage: Excluding institutional population | Age coverage - minimum age: 16 years old
Saudi Arabia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,6.9,,,,Repository: ILO-STATISTICS - Micro data processing
Saudi Arabia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018,7.9,,,,Repository: ILO-STATISTICS - Micro data processing
Saudi Arabia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019,7.6,,,,Repository: ILO-STATISTICS - Micro data processing
Saudi Arabia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020,15.4,,,,Repository: ILO-STATISTICS - Micro data processing
Senegal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête Nationale sur l'Emploi,2015,23.2,,,,Repository: ILO-STATISTICS - Micro data processing
Senegal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête Nationale sur l'Emploi,2016,24.9,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Senegal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête Nationale sur l'Emploi,2019,15.2,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Senegal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Enquête Harmonisée sur les Conditions de Vie des Ménages,2018,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2001,25.1,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2002,26.1,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2003,26.1,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2004,27.7,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2006,31,,,,Data reference period: June | Population coverage: Excluding non-permanent residents | Reference group coverage: Total employment
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2007,30.4,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2008,31.4,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2009,31.3,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2010,34.3,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2011,33.9,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2012,33.8,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013,33.7,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014,33.9,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015,33.9,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016,34.8,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,33.9,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018,35.8,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019,36.7,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020,37.2,,,,"Data reference period: June | Population coverage: Nationals, residents"
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021,38.1,,,,Repository: ILO-STATISTICS - Micro data processing
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2000,25,,,,Data reference period: June
Solomon Islands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2013,25.7,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
Sierra Leone,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014,37.9,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Sierra Leone,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2018,35.9,,,,Repository: ILO-STATISTICS - Micro data processing
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta de la Fuerza de Trabajo,2000,26.1,,,,Data reference period: December | Age coverage - minimum age: 10 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta de la Fuerza de Trabajo,2001,25.4,,,,Data reference period: December | Age coverage - minimum age: 10 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta de la Fuerza de Trabajo,2002,25.7,,,,Data reference period: December | Age coverage - minimum age: 10 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta de la Fuerza de Trabajo,2003,32.1,,,,Data reference period: December | Age coverage - minimum age: 10 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta de la Fuerza de Trabajo,2004,33,,,,Data reference period: December | Age coverage - minimum age: 10 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta de la Fuerza de Trabajo,2005,27.3,,,,Data reference period: December | Age coverage - minimum age: 10 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta de la Fuerza de Trabajo,2006,28.8,,,,Data reference period: December | Age coverage - minimum age: 10 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta de la Fuerza de Trabajo,2007,24.7,,,,Data reference period: December | Age coverage - minimum age: 10 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2008,38.1,,,,Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2009,37.9,,,,Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2010,29,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2011,35.8,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2012,37.1,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2013,43.5,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2014,38.2,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2015,40.9,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2016,35.3,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2017,32.4,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2018,35.4,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2019,44.3,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Encuesta de Hogares de Propósitos Múltiples,2020,46.7,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
San Marino,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"OE - Estimates of the Office of economic planning, data processing and statistics",2007,19,,,,Data reference period: December
San Marino,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"OE - Estimates of the Office of economic planning, data processing and statistics",2008,17.8,,,,Data reference period: December
Somalia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019,29.4,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2004,25.9,,,,Data reference period: October
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2005,24.8,,,,Data reference period: October
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2006,24.9,,,,Data reference period: October
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2007,35.4,,,,Data reference period: October
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2008,36.2,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2009,35,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2010,33.3,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2011,32.8,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2012,29.1,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013,31.5,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014,29.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015,28.6,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016,29.4,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,30.7,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018,31.3,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019,32.7,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020,31.5,,,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021,33,,,,Repository: ILO-STATISTICS - Micro data processing
Sao Tome and Principe,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Censos de Población,2012,24.4,,,,
Sao Tome and Principe,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),OE - Estimaciones Oficiales,2003,25.7,,,,
Sao Tome and Principe,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),OE - Estimaciones Oficiales,2004,25.5,,,,
Sao Tome and Principe,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),OE - Estimaciones Oficiales,2005,32.1,,,,
Suriname,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Household Sample Survey,2013,35.8,Provisional,,,Data reference period: First semester | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Suriname,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Household Sample Survey,2015,37.3,,,,Data reference period: First semester | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Suriname,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Survey on Living Conditions,2016,43.2,,,,Repository: ILO-STATISTICS - Micro data processing
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2000,31.2,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2001,31.2,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2002,31.2,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2003,33.3,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2004,32.9,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2005,30.8,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2006,27.9,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,30.9,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,29.7,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,32.2,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,34.6,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,30.9,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,33.1,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,32.7,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,30,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,31.3,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,35,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,32.8,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,32.1,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,33.7,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,35.5,,,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,37.3,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2000,29.6,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2001,31.6,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2002,29.1,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2003,33.2,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2004,33.4,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2005,34.2,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2006,33.1,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,31.8,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,34.8,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,35.5,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,34.8,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,38.4,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,39,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,37,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,37.5,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,37.4,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,40.8,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,41.2,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,38.5,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,40.1,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,40.1,,,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,34,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2000,30.6,,,,Repository: Eurostat special tabulation
